,isin,name,country,industry,e19,e18,is_europe,e18avg,e18std,e18zscore,is_above_e18avg,trend
0,717046106,PEYTO EXPLORATION & DEVELOPMENT CORP,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.502588815,-0.607696464,0,-0.2419927770714286,0.17786544129788168,-2.0560693761533244,-1,0.07042195537439676
1,292766102,ENERPLUS CORPORATION,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.380160054,-0.337527264,0,-0.2419927770714286,0.17786544129788168,-0.5371166328402952,0,-0.1331191912601433
2,136385101,CANADIAN NATURAL RESOURCES LTD (PRE-MERGER),Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.347269987,-0.397279519,0,-0.2419927770714286,0.17786544129788168,-0.873057412364348,-1,-0.29595799885338897
3,448055103,HUSKY ENERGY INC.,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.248895336,-0.249492022,0,-0.2419927770714286,0.17786544129788168,-0.04216246210533938,0,-0.30455347953779555
4,867224107,SUNCOR ENERGY INCORPORATED,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.211338399,-0.218549458,0,-0.2419927770714286,0.17786544129788168,0.1318036764216985,0,-0.19440121203052926
5,90697103,BIRCHCLIFF ENERGY LTD,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.197009215,-0.176835405,0,-0.2419927770714286,0.17786544129788168,0.36632957811239863,0,0.5037201458853928
6,565849106,MARATHON OIL CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.277363817,-0.136476771,0,-0.2419927770714286,0.17786544129788168,0.5932350056395428,0,-0.42414269261433296
8,166764100,CHEVRON CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.114292638,-0.10047731,0,-0.2419927770714286,0.17786544129788168,0.7956321702450582,0,-0.1338981994547585
9,07317Q105,BAYTEX ENERGY CORPORATION,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.5261956320000001,-0.7639616,0,-0.2419927770714286,0.17786544129788168,-2.9346275427074087,-1,0.8315260716468648
10,96467A200,WHITECAP RESOURCES INC.,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.437727183,-0.490355352,0,-0.2419927770714286,0.17786544129788168,-1.396350933133908,-1,-0.12907938466925123
11,22576C101,CRESCENT POINT ENERGY CORPORATION,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.369893505,-0.450263345,0,-0.2419927770714286,0.17786544129788168,-1.1709445432953356,-1,-0.21634710797125048
13,15135U109,CENOVUS ENERGY INC,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.17466578600000002,-0.16829497699999998,0,-0.2419927770714286,0.17786544129788168,0.4143458084586685,0,-0.3007830366879497
14,00208D408,ARC RESOURCES LIMITED,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.114892761,-0.172769457,0,-0.2419927770714286,0.17786544129788168,0.38918926333472653,0,-0.41337115408653163
15,20825C104,CONOCOPHILLIPS,United States,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.179227225,-0.156445219,0,-0.2419927770714286,0.17786544129788168,0.48096784539587484,0,-0.18917874896786874
16,42809H107,HESS CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.169345755,-0.129236149,0,-0.2419927770714286,0.17786544129788168,0.6339434307679167,0,-0.34305160807702567
17,30231G102,EXXON MOBIL CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.13622764,-0.127541972,0,-0.2419927770714286,0.17786544129788168,0.6434684795218377,0,-0.17879396793639876
18,RU0007661625,GAZPROM PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.547021824,-0.556619446,0,-0.2419927770714286,0.17786544129788168,-1.7689027538612612,-1,-0.23549853607342094
19,AU000000WPL2,WOODSIDE PETROLEUM LIMITED,Australia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.48249309,-0.384118537,0,-0.2419927770714286,0.17786544129788168,-0.799063375614069,0,0.13157632667673613
20,NL0000360618,SBM OFFSHORE NV,Netherlands,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.454898428,-0.726382436,1,-0.2419927770714286,0.17786544129788168,-2.7233489282346626,-1,0.12538466051812205
23,RU0009062467,GAZPROM NEFT' PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.238321918,-0.166279722,0,-0.2419927770714286,0.17786544129788168,0.42567603081830563,0,0.044627454054062654
25,RU000A0DKVS5,NOVATEK PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.223528909,-0.18531164,0,-0.2419927770714286,0.17786544129788168,0.31867425542492755,0,0.02249155276667149
26,ROSNPPACNOR9,OMV PETROM SA,Romania,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.21822887,-0.250739347,1,-0.2419927770714286,0.17786544129788168,-0.049175207194538724,0,-0.61613921946932
27,GB0001500809,TULLOW OIL PLC,United Kingdom,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.207121997,-0.234727135,1,-0.2419927770714286,0.17786544129788168,0.04084909366547718,0,0.11211335300995233
28,TH0355A10Z04,PTT EXPLORATION & PRODUCTION PUBLIC COMPANY LIMITED,Thailand,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.200854425,-0.249263644,0,-0.2419927770714286,0.17786544129788168,-0.04087846900171267,0,-0.015110600581524986
29,RU000A0J2Q06,NK ROSNEFT' PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.193533868,-0.28228870100000003,0,-0.2419927770714286,0.17786544129788168,-0.2265528572303457,0,-0.3689692522555021
30,IT0003132476,ENI - ENTE NAZIONALE IDROCARBURI,Italy,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.187077544,-0.18900112,1,-0.2419927770714286,0.17786544129788168,0.29793115899721284,0,-0.22323914639107503
31,TH0646010Z00,PTT PUBLIC COMPANY LIMITED,Thailand,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.158531212,-0.13953760099999998,0,-0.2419927770714286,0.17786544129788168,0.5760263226167749,0,-0.30274293124505874
32,GB00B43G0577,PREMIER OIL PLC,United Kingdom,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.15040299599999998,-0.312392289,1,-0.2419927770714286,0.17786544129788168,-0.3958020817021402,0,-0.10173191770111976
33,BRPETRACNPR6,PETROLEO BRASILEIRO SA PETROBRAS,Brazil,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.139929713,-0.118405025,0,-0.2419927770714286,0.17786544129788168,0.6948384754768013,0,-0.3598437719613535
34,AT0000743059,OMV AKTIENGESELLSCHAFT,Austria,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.129887204,-0.14451819,1,-0.2419927770714286,0.17786544129788168,0.5480243174849363,0,-0.2125240861695359
35,COC04PA00016,ECOPETROL SA,Colombia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.12545377,-0.125967536,0,-0.2419927770714286,0.17786544129788168,0.6523203171160965,0,-0.06370474046784358
36,GB00B03MLX29,ROYAL DUTCH SHELL PLC,Netherlands,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.060863765,-0.054968539,1,-0.2419927770714286,0.17786544129788168,1.0514928403556942,1,-0.3917693707849006
37,PTGAL0AM0009,"GALP ENERGIA SGPS, S.A.",Portugal,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.057370654000000014,-0.053264968,1,-0.2419927770714286,0.17786544129788168,1.0610707043160514,1,-0.27173108442553906
39,GB0007980591,BP PLC,United Kingdom,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.049282317,-0.045822719000000005,1,-0.2419927770714286,0.17786544129788168,1.1029127223364943,1,-0.5216967035386842
40,HU0000153937,MOL MAGYAR OLAJ ES GAZIPARI NYILVANOSAN MUKODO RESZVENYTARSASAG,Hungary,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.01483092,-0.123041891,1,-0.2419927770714286,0.17786544129788168,0.668768959295553,0,-0.18397807624726942
41,IT0005252140,SAIPEM SPA,Italy,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.008355268,0.008182825,1,-0.2419927770714286,0.17786544129788168,1.406544184445841,1,-0.7184839034577645
43,231021106,CUMMINS INC.,United States,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.00827033,-0.008982379,0,-0.007974821147058818,0.036417169013249644,-0.027667110877690762,0,-0.0007141110524455619
52,KR7042660001,DAEWOO SHIPBUILDING & MARINE ENGINEERING COMPANY LIMITED,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.019233414,-0.015519858,0,-0.007974821147058818,0.036417169013249644,-0.20718350869602395,0,0.6723896608735578
53,KR7010140002,SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.016507841000000002,-0.017455628,0,-0.007974821147058818,0.036417169013249644,-0.2603389310545195,0,0.07328703434130573
56,JP3854600008,"HONDA MOTOR CO., LTD.",Japan,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.012929337,-0.013197413,0,-0.007974821147058818,0.036417169013249644,-0.14341015500246734,0,-0.16060270871904683
57,KR7003620002,SSANGYONG MOTOR COMPANY LIMITED,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.012448196000000002,-0.013535486,0,-0.007974821147058818,0.036417169013249644,-0.1526934960517674,0,-0.11760757222629582
58,JP3397200001,SUZUKI MOTOR CORPORATION,Japan,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.010895557,-0.010827203999999998,0,-0.007974821147058818,0.036417169013249644,-0.07832522214737227,0,-0.21921225214404308
59,JP3672400003,NISSAN MOTOR CO LTD,Japan,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.010507299,-0.010308104,0,-0.007974821147058818,0.036417169013249644,-0.06407095653405306,0,-0.11224080802151411
60,KR7005380001,HYUNDAI MOTOR CO,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.009812904,-0.010480305,0,-0.007974821147058818,0.036417169013249644,-0.06879952288519772,0,-0.039135301948444896
61,JP3899800001,MITSUBISHI MOTORS CORPORATION,Japan,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.008990757,-0.00926699,0,-0.007974821147058818,0.036417169013249644,-0.035482408104568805,0,-0.17005870943139256
63,JP3633400001,TOYOTA MOTOR CORPORATION,Japan,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.008513864,-0.008888716999999999,0,-0.007974821147058818,0.036417169013249644,-0.025095192122393657,0,-0.1633338419316092
64,FR0000121501,PEUGEOT S.A.,France,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.007802616999999999,-0.008112768000000001,1,-0.007974821147058818,0.036417169013249644,-0.003787962015690833,0,-0.0025002757250215317
65,JP3868400007,MAZDA MOTOR CORPORATION,Japan,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.007608869,-0.008100329,0,-0.007974821147058818,0.036417169013249644,-0.0034463923567347628,0,-0.21939444622670123
67,FR0000131906,RENAULT (REGIE NATIONALE DES USINES) SA,France,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.006904435,-0.006646742,1,-0.007974821147058818,0.036417169013249644,0.03646848953513174,0,-0.24262335280992284
68,KR7042670000,DOOSAN INFRACORE COMPANY LIMITED,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.006170064,-0.006206898000000001,0,-0.007974821147058818,0.036417169013249644,0.04854641903700957,0,0.10993271090006888
69,AT0000758305,PALFINGER AKTIENGESELLSCHAFT,Austria,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.006138603,-0.011069238,1,-0.007974821147058818,0.036417169013249644,-0.08497137303054342,0,-0.20894563274341527
71,DE0005190003,BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT,Germany,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.005584706,-0.006009124,1,-0.007974821147058818,0.036417169013249644,0.05397720911100034,0,-0.05744583601684103
72,DE0007100000,DAIMLER AG,Germany,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.004816438,-0.005433861,1,-0.007974821147058818,0.036417169013249644,0.06977368686001764,0,-0.14981412464913688
74,SE0000115446,VOLVO AB,Sweden,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.002754074,-0.003547288,1,-0.007974821147058818,0.036417169013249644,0.12157818048536256,0,-0.11704885780737256
75,JP3814800003,SUBARU CORP,Japan,"Manufacture of motor vehicles, trailers and semi-trailers (34)",0.143046024,0.188032519,0,-0.007974821147058818,0.036417169013249644,5.382278344473882,1,-0.3034260565435387
76,375916103,GILDAN ACTIVEWEAR INC.,Canada,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.046254078,-0.03837485,0,-0.030163102333333334,0.019820224956439505,-0.4143115269737999,0,0.23882574807451035
78,TW0009910000,FENG TAY ENTERPRISES COMPANY LIMITED,Taiwan,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.03055083,-0.034269838,0,-0.030163102333333334,0.019820224956439505,-0.20719924600716516,0,-0.22943020310152776
79,TW0009904003,POU CHEN CORPORATION,Taiwan,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.026335861,-0.027832912,0,-0.030163102333333334,0.019820224956439505,0.11756629092023821,0,-0.1321835786900554
80,FR0000121667,ESSILORLUXOTTICA SA,France,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.012518137,-0.011485963,1,-0.030163102333333334,0.019820224956439505,0.9423273133570169,1,-0.2401438346331727
82,697900108,PAN AMERICAN SILVER CORPORATION,Canada,Mining of other non-ferrous metal ores and concentrates,-0.20083197100000005,-0.144932595,0,-0.3542611066363637,0.32710567343973446,0.6399415498824422,0,0.7019658251663218
83,67901108,BARRICK GOLD CORP,Canada,Mining of other non-ferrous metal ores and concentrates,-0.191033311,-0.164501187,0,-0.3542611066363637,0.32710567343973446,0.5801180934616984,0,1.5750243506320705
84,496902404,KINROSS GOLD CORPORATION,Canada,Mining of other non-ferrous metal ores and concentrates,-0.155407973,-0.174973304,0,-0.3542611066363637,0.32710567343973446,0.5481036166417805,0,0.2433457635717045
85,450913108,IAMGOLD CORP,Canada,Mining of other non-ferrous metal ores and concentrates,-0.120279073,-0.08690521699999999,0,-0.3542611066363637,0.32710567343973446,0.8173379777395424,1,-0.3648601135025506
88,13872106,Alcoa Corporation,United States,Mining of other non-ferrous metal ores and concentrates,-0.6917664809999999,-0.578182426,0,-0.3542611066363637,0.32710567343973446,-0.6845534564073874,0,-0.435347147040245
89,29258Y103,ENDEAVOUR SILVER CORP,Canada,Mining of other non-ferrous metal ores and concentrates,-0.166074251,-0.061948128,0,-0.3542611066363637,0.32710567343973446,0.8936346947532203,1,-2.6225020145693296
91,ZAE000058723,DRDGOLD LIMITED,South Africa,Mining of other non-ferrous metal ores and concentrates,-1.188542038,-0.83255442,0,-0.3542611066363637,0.32710567343973446,-1.4621981585768995,-1,-0.2726378410261924
92,INE038A01020,HINDALCO INDUSTRIES LIMITED,India,Mining of other non-ferrous metal ores and concentrates,-0.717769743,-0.945386111,0,-0.3542611066363637,0.32710567343973446,-1.8071377305919596,-1,1.2269916913073742
94,AU000000RRL8,REGIS RESOURCES LIMITED,Australia,Mining of other non-ferrous metal ores and concentrates,-0.497397427,-0.368641186,0,-0.3542611066363637,0.32710567343973446,-0.04396157123299086,0,-0.09111845682252713
95,GB0004300496,PAN AFRICAN RESOURCES PLC,United Kingdom,Mining of other non-ferrous metal ores and concentrates,-0.479628021,-0.989164329,1,-0.3542611066363637,0.32710567343973446,-1.9409728229021685,-1,0.6460008522072377
96,AU000000EVN4,EVOLUTION MINING LTD,Australia,Mining of other non-ferrous metal ores and concentrates,-0.33844801,-0.206150493,0,-0.3542611066363637,0.32710567343973446,0.4527913321676195,0,-0.5011126842446468
97,RU000A0JNAA8,POLYUS PAO,Russia,Mining of other non-ferrous metal ores and concentrates,-0.23486048,-0.29167282,0,-0.3542611066363637,0.32710567343973446,0.1913396547916949,0,-0.35699964876387535
98,NO0005052605,NORSK HYDRO ASA,Norway,Mining of other non-ferrous metal ores and concentrates,-0.203118334,-0.196928286,0,-0.3542611066363637,0.32710567343973446,0.480984689081984,0,-0.4492422137006523
102,GB0031544546,PETROPAVLOVSK PLC,Russia,Mining of other non-ferrous metal ores and concentrates,-0.115161975,-0.630650418,0,-0.3542611066363637,0.32710567343973446,-0.8449541961691408,-1,-0.05978848402117582
103,AU000000SAR9,SARACEN MINERAL HOLDINGS LIMITED,Australia,Mining of other non-ferrous metal ores and concentrates,-0.079614748,-0.173707284,0,-0.3542611066363637,0.32710567343973446,0.5519739866866867,0,0.2119032203369455
104,775109200,ROGERS COMMUNICATIONS INC,Canada,Post and telecommunications (64),-0.003131807,-0.003643741,0,-0.02391590794339622,0.019753429681173468,1.0262606175532722,1,-0.1820302805000476
105,87971M103,TELUS CORPORATION,Canada,Post and telecommunications (64),-0.007363449,-0.008913852,0,-0.02391590794339622,0.019753429681173468,0.7594658844329362,0,-0.2902198571338707
106,05534B760,BCE INC,Canada,Post and telecommunications (64),-0.004772209,-0.005052320999999999,0,-0.02391590794339622,0.019753429681173468,0.9549524942179871,1,-0.182765899628289
107,P00169121,AMERICA MOVIL S.A.B. DE C.V.,Mexico,Post and telecommunications (64),-0.019646066,-0.015356724,0,-0.02391590794339622,0.019753429681173468,0.4333011573961648,0,0.36073784737451825
108,00206R102,AT&T INC.,United States,Post and telecommunications (64),-0.011917977,-0.013890167,0,-0.02391590794339622,0.019753429681173468,0.5075443153525647,0,-0.250238015530736
110,ZAE000044897,TELKOM SA SOC LTD,South Africa,Post and telecommunications (64),-0.069119014,-0.070504983,0,-0.02391590794339622,0.019753429681173468,-2.358530939111132,-1,-0.4045765219766295
111,RU0008943394,ROSTELEKOM PAO,Russia,Post and telecommunications (64),-0.062576676,-0.074635445,0,-0.02391590794339622,0.019753429681173468,-2.5676319441855395,-1,-0.3175235819411498
113,HK0941009539,CHINA MOBILE LIMITED,Hong Kong,Post and telecommunications (64),-0.060414043,-0.048826622,0,-0.02391590794339622,0.019753429681173468,-1.261082984508032,-1,0.13308746364900007
114,MYL6888OO001,AXIATA GROUP BHD,Malaysia,Post and telecommunications (64),-0.060188163,-0.060506998,0,-0.02391590794339622,0.019753429681173468,-1.8523917439753714,-1,0.47104181865674066
115,ES0105066007,CELLNEX TELECOM SA,Spain,Post and telecommunications (64),-0.055095817000000005,-0.060656120999999986,1,-0.02391590794339622,0.019753429681173468,-1.8599409646629623,-1,-0.04800842979194702
116,PHY272571498,GLOBE TELECOM INCORPORATED,Philippines,Post and telecommunications (64),-0.045262221,-0.042561461,0,-0.02391590794339622,0.019753429681173468,-0.9439147205092402,-1,0.34997846801163596
118,ZAE000042164,MTN GROUP LIMITED,South Africa,Post and telecommunications (64),-0.039857182000000005,-0.042169857000000005,0,-0.02391590794339622,0.019753429681173468,-0.9240901125135347,-1,-0.02559419430554099
119,MYL6947OO005,DIGI.COM BERHAD,Malaysia,Post and telecommunications (64),-0.035252399,-0.035815969,0,-0.02391590794339622,0.019753429681173468,-0.6024301221952082,0,0.38670219739213346
120,MYL6012OO008,MAXIS BERHAD,Malaysia,Post and telecommunications (64),-0.034142689,-0.02985333,0,-0.02391590794339622,0.019753429681173468,-0.30057676830989,0,-0.03974417392375042
121,KR7032640005,LG UPLUS CORPORATION,South Korea,Post and telecommunications (64),-0.032178831,-0.029759364,0,-0.02391590794339622,0.019753429681173468,-0.295819822224241,0,-0.15596684773398772
122,TH0268010Z03,ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED,Thailand,Post and telecommunications (64),-0.031692724,-0.031293888,0,-0.02391590794339622,0.019753429681173468,-0.373503749763291,0,0.31996274700356336
123,ZAE000132577,VODACOM GROUP,South Africa,Post and telecommunications (64),-0.030684827,-0.030112714,0,-0.02391590794339622,0.019753429681173468,-0.3137078551229922,0,-0.15571840164168965
124,TH0375010Z06,TRUE CORPORATION PUBLIC COMPANY LIMITED,Thailand,Post and telecommunications (64),-0.029802074,-0.023511409,0,-0.02391590794339622,0.019753429681173468,0.020477403161119758,0,-0.21207464299167147
125,GRS260333000,HELLENIC TELECOMMUNICATIONS ORGANISATION S.A.,Greece,Post and telecommunications (64),-0.02968607,-0.025642637000000003,1,-0.02391590794339622,0.019753429681173468,-0.08741413944179471,0,0.13506474581878566
126,TW0004904008,FAR EASTONE TELECOMMUNICATIONS COMPANY LIMITED,Taiwan,Post and telecommunications (64),-0.02966268,-0.033043563,0,-0.02391590794339622,0.019753429681173468,-0.4620795074033718,0,0.058991144083861434
127,AEE000701012,EMIRATES INTEGRATED TELECOMMUNICATIONS COMPANY PJSC,United Arab Emirates,Post and telecommunications (64),-0.028440876,-0.02866954,0,-0.02391590794339622,0.019753429681173468,-0.2406484409709549,0,-0.005809605080571219
128,NO0010063308,TELENOR GROUP ASA,Norway,Post and telecommunications (64),-0.02590478,-0.027577927,0,-0.02391590794339622,0.019753429681173468,-0.1853864931664988,0,0.14084680030883764
130,AU000000TLS2,TELSTRA CORPORATION LIMITED,Australia,Post and telecommunications (64),-0.021428008,-0.021356532,0,-0.02391590794339622,0.019753429681173468,0.12956615558438944,0,0.12733167514062263
131,KR7017670001,SK TELECOM CO LTD,South Korea,Post and telecommunications (64),-0.020519009,-0.019325554,0,-0.02391590794339622,0.019753429681173468,0.23238263012985416,0,0.31713661821764816
132,TW0003045001,TAIWAN MOBILE CO LTD,Taiwan,Post and telecommunications (64),-0.018120349,-0.020072228,0,-0.02391590794339622,0.019753429681173468,0.19458291574852643,0,-0.08354787134129875
134,AT0000720008,TELEKOM AUSTRIA AG,Austria,Post and telecommunications (64),-0.017251229,-0.020653445,1,-0.02391590794339622,0.019753429681173468,0.1651593164353427,0,0.453647261261019
136,NL0000009082,KONINKLIJKE KPN NV,Netherlands,Post and telecommunications (64),-0.01375837,-0.016281163,1,-0.02391590794339622,0.019753429681173468,0.3865022462743629,0,0.20942435290205078
137,IT0003497168,TELECOM ITALIA SPA,Italy,Post and telecommunications (64),-0.01350224,-0.012203642,1,-0.02391590794339622,0.019753429681173468,0.5929231597973543,0,1.6127234630263307
138,SG1T75931496,SINGAPORE TELECOMMUNICATIONS LIMITED,Singapore,Post and telecommunications (64),-0.013464985,-0.01356438,0,-0.02391590794339622,0.019753429681173468,0.5240369956242089,0,-0.02103658668606642
139,GB00BH4HKS39,VODAFONE GROUP PUBLIC LIMITED COMPANY,United Kingdom,Post and telecommunications (64),-0.013428282,-0.020566277,1,-0.02391590794339622,0.019753429681173468,0.1695721197513702,0,0.3155582270919978
140,DE000A1J5RX9,TELEFONICA DEUTSCHLAND HOLDING AG,Germany,Post and telecommunications (64),-0.012684149,-0.013883094,1,-0.02391590794339622,0.019753429681173468,0.5079023797552614,0,-0.04278507322958322
141,JP3735400008,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,Japan,Post and telecommunications (64),-0.012536641,-0.01281861,0,-0.02391590794339622,0.019753429681173468,0.5617909458008092,0,-0.260649531563191
142,JP3165650007,NTT DOCOMO INCORPORATED,Japan,Post and telecommunications (64),-0.011096525,-0.011401074,0,-0.02391590794339622,0.019753429681173468,0.6335524587572665,0,-0.21425550830812057
143,FI0009007884,ELISA OYJ,Finland,Post and telecommunications (64),-0.011043577,-0.010438633,1,-0.02391590794339622,0.019753429681173468,0.6822751876977139,0,-0.27219518432711115
144,SG1V12936232,STARHUB LTD,Singapore,Post and telecommunications (64),-0.010868805,-0.010771753,0,-0.02391590794339622,0.019753429681173468,0.6654112807521018,0,0.08111097639848107
145,NZCNUE0001S2,CHORUS LIMITED,New Zealand,Post and telecommunications (64),-0.010566564,-0.011791293,0,-0.02391590794339622,0.019753429681173468,0.6137979651681402,0,-0.09697964773967926
146,SE0005190238,TELE2 AB,Sweden,Post and telecommunications (64),-0.010320726,-0.017840228,1,-0.02391590794339622,0.019753429681173468,0.3075759521996734,0,0.1554879600859143
147,KE1000001402,SAFARICOM PLC,Kenya,Post and telecommunications (64),-0.010310403,-0.010410675,0,-0.02391590794339622,0.019753429681173468,0.6836905368523291,0,-0.21777198487369792
148,FR0000133308,ORANGE SA,France,Post and telecommunications (64),-0.008479234,-0.00897904,1,-0.02391590794339622,0.019753429681173468,0.7561657992805269,0,-0.11272195316113753
149,JP3496400007,KDDI CORPORATION,Japan,Post and telecommunications (64),-0.008121932,-0.00733436,0,-0.02391590794339622,0.019753429681173468,0.8394262774124588,1,-0.14218974851276525
150,DE0005557508,DEUTSCHE TELEKOM AG,Germany,Post and telecommunications (64),-0.00751074,-0.011434214,1,-0.02391590794339622,0.019753429681173468,0.6318747754113925,0,-0.10806592388061606
152,DE000A0Z2ZZ5,FREENET AG,Germany,Post and telecommunications (64),-0.0039414490000000005,-0.004774113,1,-0.02391590794339622,0.019753429681173468,0.9690365294711235,1,-0.3419193775206414
153,GB0030913577,BT GROUP PLC,United Kingdom,Post and telecommunications (64),-0.002523109,-0.003399319,1,-0.02391590794339622,0.019753429681173468,1.0386342662788377,1,-0.7797665602078176
155,GB00B4YCDF59,TALKTALK TELECOM GROUP PLC,United Kingdom,Post and telecommunications (64),-0.001535545,-0.003040947,1,-0.02391590794339622,0.019753429681173468,1.056776533509604,1,0.5696036642961334
156,CH0008742519,SWISSCOM,Switzerland,Post and telecommunications (64),-0.000461518,-0.000485809,0,-0.02391590794339622,0.019753429681173468,1.1861281469377896,1,-0.41316855327830737
165,46789400,ATCO LTD,Canada,Production of electricity nec,-0.753610997,-0.808044412,0,-0.8095136516829268,0.43597701989126864,0.0033699934076644815,0,-0.07569600586373673
167,723484101,PINNACLE WEST CAPITAL CORPORATION,United States,Production of electricity nec,-1.47809329,-1.327090373,0,-0.8095136516829268,0.43597701989126864,-1.1871651433512607,-1,-0.0847655339391435
168,23608102,AMEREN CORPORATION,United States,Production of electricity nec,-1.3412013459999998,-1.697124871,0,-0.8095136516829268,0.43597701989126864,-2.035912855082226,-1,0.21773535602007044
169,283677854,EL PASO ELECTRIC COMPANY,United States,Production of electricity nec,-1.042705672,-1.01120816,0,-0.8095136516829268,0.43597701989126864,-0.46262646679720704,0,-0.05960178842878603
170,451107106,"IDACORP, INC.",United States,Production of electricity nec,-0.8722109509999999,-0.920964303,0,-0.8095136516829268,0.43597701989126864,-0.25563423353108994,0,-0.3034945306092667
173,233331107,DTE ENERGY COMPANY,United States,Production of electricity nec,-0.8049416,-0.816819211,0,-0.8095136516829268,0.43597701989126864,-0.016756753185971137,0,-0.36216488207401415
174,744573106,PUBLIC SERVICE ENTERPRISE GROUP INC.,United States,Production of electricity nec,-0.467664796,-0.491868858,0,-0.8095136516829268,0.43597701989126864,0.7285815058833752,0,-0.003695514941645694
175,816851109,SEMPRA ENERGY,United States,Production of electricity nec,-0.205315572,-0.209791688,0,-0.8095136516829268,0.43597701989126864,1.3755815933429143,1,-0.31443722863399487
176,281020107,EDISON INTERNATIONAL,United States,Production of electricity nec,-0.168764463,-0.189690981,0,-0.8095136516829268,0.43597701989126864,1.4216865623731927,1,-0.518380504590509
177,209115104,"CONSOLIDATED EDISON, INC.",United States,Production of electricity nec,-0.13222621,-0.13990566699999998,0,-0.8095136516829268,0.43597701989126864,1.535879081080753,1,-0.09968493981666576
